CS_BILLING.CLICKS_TRT
CS_ID,CAMPAIGN_ID,TRANTIME,PRICE,PP,COUNT
"132","439","2020-01-31 00:00:00","0","483","5"
"132","439","2020-01-31 00:00:00","0","48","37"
"132","439","2020-01-31 00:00:00","0","7","39"
"132","439","2020-01-31 00:00:00","0","46","24"
"132","439","2020-01-31 00:00:00","0","13","17"
"132","439","2020-01-31 00:00:00","0","106","8"
"132","439","2020-01-31 00:00:00","0","28","7"
"132","439","2020-01-31 00:00:00","0","6","20"
"132","439","2020-01-31 00:00:00","0","110","5"
"132","439","2020-01-31 00:00:00","0","481","7"
"132","439","2020-01-31 00:00:00","0","610","11"
"132","439","2020-01-31 00:00:00","0","602","2"
"132","439","2020-01-31 00:00:00","0","210","9"
"132","439","2020-01-31 00:00:00","0","21","22"
"132","439","2020-01-31 00:00:00","0","484","8"
"132","439","2020-01-31 00:00:00","0","321","2"
"132","439","2020-01-31 00:00:00","0","490","2"
"132","439","2020-01-31 00:00:00","0","507","1"
"132","439","2020-01-31 00:00:00","0","332","2"
"132","439","2020-01-31 00:00:00","0","330","2"
"132","439","2020-01-31 00:00:00","0","480","4"
"132","439","2020-01-31 00:00:00","0","630","14"
"132","439","2020-01-31 00:00:00","0","27","5"
"132","439","2020-01-31 00:00:00","0","331","4"
"132","439","2020-01-31 00:00:00","0","61","7"
"132","439","2020-01-31 00:00:00","0","496","1"
"132","439","2020-01-31 00:00:00","0","531","1"
"132","439","2020-01-31 00:00:00","0","47","2"
"132","439","2020-01-31 00:00:00","0","915","2"
"132","439","2020-01-31 00:00:00","0","636","1"
"132","439","2020-01-31 00:00:00","0","49","1"
"132","439","2020-01-31 00:00:00","0","491","2"
"132","439","2020-01-31 00:00:00","0","200","10"
"132","439","2020-01-31 00:00:00","0","25","2"
"132","439","2020-01-31 00:00:00","0","904","3"
"132","439","2020-01-31 00:00:00","0","201","1"
"132","439","2020-01-31 00:00:00","0","613","2"
"132","439","2020-01-31 00:00:00","0","307","2"
"132","439","2020-01-31 00:00:00","0","601","2"
"132","439","2020-01-31 00:00:00","0","908","2"
"132","439","2020-01-31 00:00:00","0","487","1"
"132","439","2020-01-31 00:00:00","0","48","-1"
"132","439","2020-01-31 00:00:00","0","484","-1"
"132","439","2020-01-31 00:00:00","0","106","-1"
"132","439","2020-01-31 00:00:00","0","902","1"
"132","439","2020-01-31 00:00:00","0","914","2"
"132","439","2020-01-31 00:00:00","0","7","-2"
"132","439","2020-01-31 00:00:00","0","21","-2"
"132","439","2020-01-31 00:00:00","0","332","-1"
"132","439","2020-01-31 00:00:00","0","486","2"
"132","439","2020-01-31 00:00:00","0","530","1"
"132","439","2020-01-31 00:00:00","0","480","-1"
"132","439","2020-02-01 00:00:00","0","7","6"
"132","439","2020-02-01 00:00:00","0","6","2"
"132","439","2020-02-01 00:00:00","0","613","1"
"132","439","2020-02-01 00:00:00","0","200","1"
"132","439","2020-02-01 00:00:00","0","28","1"
"132","439","2020-02-01 00:00:00","0","13","3"
"132","439","2020-02-01 00:00:00","0","630","2"
"132","439","2020-02-01 00:00:00","0","331","1"
"132","439","2020-02-01 00:00:00","0","61","1"
"132","439","2020-02-01 00:00:00","0","46","2"
"132","439","2020-02-01 00:00:00","0","48","4"
"132","439","2020-02-01 00:00:00","0","484","1"
