CS_BILLING.CLICKS_TRT
CS_ID,CAMPAIGN_ID,TRANTIME,PRICE,PP,COUNT
"132","5986","2020-01-31 00:00:00","1","48","4"
"132","5986","2020-01-31 00:00:00","0","610","63"
"132","5986","2020-01-31 00:00:00","1","62","2"
"132","5986","2020-01-31 00:00:00","1","910","5"
"132","5986","2020-01-31 00:00:00","0","21","162"
"132","5986","2020-01-31 00:00:00","0","200","42"
"132","5986","2020-01-31 00:00:00","0","331","17"
"132","5986","2020-01-31 00:00:00","0","6","91"
"132","5986","2020-01-31 00:00:00","0","482","5"
"132","5986","2020-01-31 00:00:00","0","630","68"
"132","5986","2020-01-31 00:00:00","0","914","229"
"132","5986","2020-01-31 00:00:00","0","62","13"
"132","5986","2020-01-31 00:00:00","0","910","48"
"132","5986","2020-01-31 00:00:00","0","46","46"
"132","5986","2020-01-31 00:00:00","0","483","58"
"132","5986","2020-01-31 00:00:00","0","48","16"
"132","5986","2020-01-31 00:00:00","0","481","13"
"132","5986","2020-01-31 00:00:00","0","636","6"
"132","5986","2020-01-31 00:00:00","1","6","11"
"132","5986","2020-01-31 00:00:00","0","915","27"
"132","5986","2020-01-31 00:00:00","0","332","2"
"132","5986","2020-01-31 00:00:00","0","532","3"
"132","5986","2020-01-31 00:00:00","0","208","2"
"132","5986","2020-01-31 00:00:00","0","903","5"
"132","5986","2020-01-31 00:00:00","0","61","36"
"132","5986","2020-01-31 00:00:00","0","904","16"
"132","5986","2020-01-31 00:00:00","0","601","9"
"132","5986","2020-01-31 00:00:00","0","13","53"
"132","5986","2020-01-31 00:00:00","0","7","10"
"132","5986","2020-01-31 00:00:00","1","21","10"
"132","5986","2020-01-31 00:00:00","0","908","9"
"132","5986","2020-01-31 00:00:00","0","330","7"
"132","5986","2020-01-31 00:00:00","0","321","1"
"132","5986","2020-01-31 00:00:00","0","928","8"
"132","5986","2020-01-31 00:00:00","0","47","2"
"132","5986","2020-01-31 00:00:00","0","902","5"
"132","5986","2020-01-31 00:00:00","0","924","24"
"132","5986","2020-01-31 00:00:00","1","46","7"
"132","5986","2020-01-31 00:00:00","1","914","8"
"132","5986","2020-01-31 00:00:00","0","916","7"
"132","5986","2020-01-31 00:00:00","0","911","17"
"132","5986","2020-01-31 00:00:00","0","531","11"
"132","5986","2020-01-31 00:00:00","0","613","5"
"132","5986","2020-01-31 00:00:00","0","648","5"
"132","5986","2020-01-31 00:00:00","0","210","43"
"132","5986","2020-01-31 00:00:00","0","106","1"
"132","5986","2020-01-31 00:00:00","0","28","8"
"132","5986","2020-01-31 00:00:00","0","602","12"
"132","5986","2020-01-31 00:00:00","0","936","1"
"132","5986","2020-01-31 00:00:00","0","206","3"
"132","5986","2020-01-31 00:00:00","0","201","3"
"132","5986","2020-01-31 00:00:00","0","507","2"
"132","5986","2020-01-31 00:00:00","0","934","1"
"132","5986","2020-01-31 00:00:00","1","210","2"
"132","5986","2020-01-31 00:00:00","1","420","1"
"132","5986","2020-01-31 00:00:00","0","63","3"
"132","5986","2020-01-31 00:00:00","1","610","1"
"132","5986","2020-01-31 00:00:00","0","931","-1"
"132","5986","2020-01-31 00:00:00","1","531","2"
"132","5986","2020-01-31 00:00:00","0","639","3"
"132","5986","2020-01-31 00:00:00","0","933","1"
"132","5986","2020-01-31 00:00:00","0","414","1"
"132","5986","2020-01-31 00:00:00","0","939","1"
"132","5986","2020-01-31 00:00:00","0","628","1"
"132","5986","2020-01-31 00:00:00","0","333","1"
"132","5986","2020-01-31 00:00:00","0","486","4"
"132","5986","2020-01-31 00:00:00","0","110","39"
"132","5986","2020-01-31 00:00:00","0","490","2"
"132","5986","2020-01-31 00:00:00","0","484","11"
"132","5986","2020-01-31 00:00:00","1","110","1"
"132","5986","2020-01-31 00:00:00","0","27","3"
"132","5986","2020-01-31 00:00:00","0","64","6"
"132","5986","2020-01-31 00:00:00","0","28","-1"
"132","5986","2020-01-31 00:00:00","0","6","-2"
"132","5986","2020-01-31 00:00:00","1","61","3"
"132","5986","2020-01-31 00:00:00","0","480","3"
"132","5986","2020-01-31 00:00:00","0","307","3"
"132","5986","2020-01-31 00:00:00","0","420","16"
"132","5986","2020-01-31 00:00:00","0","931","4"
"132","5986","2020-01-31 00:00:00","0","530","1"
"132","5986","2020-01-31 00:00:00","0","901","1"
"132","5986","2020-01-31 00:00:00","0","913","1"
"132","5986","2020-01-31 00:00:00","1","7","1"
"132","5986","2020-01-31 00:00:00","0","61","-1"
"132","5986","2020-01-31 00:00:00","0","62","-1"
"132","5986","2020-01-31 00:00:00","0","48","-1"
"132","5986","2020-01-31 00:00:00","0","1002","1"
"132","5986","2020-01-31 00:00:00","0","920","1"
"132","5986","2020-01-31 00:00:00","1","307","1"
"132","5986","2020-01-31 00:00:00","0","932","2"
"132","5986","2020-01-31 00:00:00","0","914","-8"
"132","5986","2020-01-31 00:00:00","1","910","-1"
"132","5986","2020-01-31 00:00:00","0","483","-1"
"132","5986","2020-01-31 00:00:00","1","21","-1"
"132","5986","2020-01-31 00:00:00","0","21","-8"
"132","5986","2020-01-31 00:00:00","0","928","-2"
"132","5986","2020-01-31 00:00:00","0","13","-2"
"132","5986","2020-01-31 00:00:00","0","46","-2"
"132","5986","2020-01-31 00:00:00","0","531","-1"
"132","5986","2020-01-31 00:00:00","0","935","1"
"132","5986","2020-01-31 00:00:00","1","911","1"
"132","5986","2020-01-31 00:00:00","0","413","2"
"132","5986","2020-01-31 00:00:00","0","610","-1"
"132","5986","2020-01-31 00:00:00","0","721","1"
"132","5986","2020-01-31 00:00:00","0","307","-1"
"132","5986","2020-02-01 00:00:00","1","210","2"
"132","5986","2020-02-01 00:00:00","0","206","2"
"132","5986","2020-02-01 00:00:00","0","48","10"
"132","5986","2020-02-01 00:00:00","0","420","-9"
"132","5986","2020-02-01 00:00:00","1","420","-1"
"132","5986","2020-02-01 00:00:00","0","21","104"
"132","5986","2020-02-01 00:00:00","0","924","13"
"132","5986","2020-02-01 00:00:00","1","6","8"
"132","5986","2020-02-01 00:00:00","0","630","43"
"132","5986","2020-02-01 00:00:00","0","483","21"
"132","5986","2020-02-01 00:00:00","0","62","9"
"132","5986","2020-02-01 00:00:00","0","910","28"
"132","5986","2020-02-01 00:00:00","0","21","-7"
"132","5986","2020-02-01 00:00:00","0","210","29"
"132","5986","2020-02-01 00:00:00","0","610","63"
"132","5986","2020-02-01 00:00:00","0","914","184"
"132","5986","2020-02-01 00:00:00","0","484","11"
"132","5986","2020-02-01 00:00:00","0","200","24"
"132","5986","2020-02-01 00:00:00","0","915","18"
"132","5986","2020-02-01 00:00:00","0","330","11"
"132","5986","2020-02-01 00:00:00","0","61","15"
"132","5986","2020-02-01 00:00:00","0","13","24"
"132","5986","2020-02-01 00:00:00","0","531","12"
"132","5986","2020-02-01 00:00:00","0","6","70"
"132","5986","2020-02-01 00:00:00","0","934","4"
"132","5986","2020-02-01 00:00:00","0","911","16"
"132","5986","2020-02-01 00:00:00","0","482","6"
"132","5986","2020-02-01 00:00:00","0","420","31"
"132","5986","2020-02-01 00:00:00","0","636","9"
"132","5986","2020-02-01 00:00:00","0","602","7"
