CS_BILLING.CAMPAIGN_BILLING
ID,CS_ID,CAMPAIGN_ID,BILLED_DATE,SUM_SPENT,SUM_PAID,BALANCE
"1","132","5986","2020-01-31 00:00:00","2200","0","73300"
"2","132","5986","2020-02-01 00:00:00","2200","0","71100"
"3","132","5986","2020-02-02 00:00:00","2200","0","68900"
"4","132","5986","2020-02-03 00:00:00","2200","0","66700"
"5","132","5986","2020-02-04 00:00:00","2200","0","64500"
"6","132","5986","2020-02-05 00:00:00","2200","0","62300"
"7","132","5986","2020-02-06 00:00:00","2200","0","60100"
"8","132","5986","2020-02-07 00:00:00","2200","0","57900"
"9","132","5986","2020-02-08 00:00:00","2200","0","55700"
"10","132","5986","2020-02-09 00:00:00","2200","0","53500"
"11","132","5986","2020-02-10 00:00:00","2200","0","51300"
"12","132","5986","2020-02-11 00:00:00","2200","0","49100"
"13","132","5986","2020-02-12 00:00:00","2200","0","46900"
"14","132","5986","2020-02-13 00:00:00","2200","0","44700"
"15","132","5986","2020-02-14 00:00:00","2200","0","42500"
"16","132","5986","2020-02-15 00:00:00","2200","0","40300"
"17","132","5986","2020-02-16 00:00:00","2200","0","38100"
"18","132","5986","2020-02-17 00:00:00","2200","0","35900"
"19","132","5986","2020-02-18 00:00:00","2200","0","33700"
"20","132","5986","2020-02-19 00:00:00","2200","0","31500"
"21","132","5986","2020-02-20 00:00:00","2200","0","29300"
"22","132","5986","2020-02-21 00:00:00","2200","0","27100"
"23","132","5986","2020-02-22 00:00:00","2200","0","24900"
"24","132","5986","2020-02-23 00:00:00","2200","0","22700"
"25","132","5986","2020-02-24 00:00:00","2200","0","20500"
"26","132","5986","2020-02-25 00:00:00","2200","0","18300"
"27","132","5986","2020-02-26 00:00:00","2200","0","16100"
"28","132","5986","2020-02-27 00:00:00","2200","0","13900"
"29","132","5986","2020-02-28 00:00:00","2200","0","11700"
"30","132","5986","2020-02-29 00:00:00","2200","0","9500"
"31","132","5986","2020-03-01 00:00:00","2200","0","7300"
"32","132","5986","2020-03-02 00:00:00","2200","0","5100"
"33","132","5986","2020-03-03 00:00:00","2200","0","2900"
"34","132","5986","2020-03-04 00:00:00","2200","0","700"
"35","132","5986","2020-03-05 00:00:00","2200","133400","131900"
"36","132","5986","2020-03-06 00:00:00","2200","0","129700"
"37","132","5986","2020-03-07 00:00:00","2200","0","127500"
"38","132","5986","2020-03-08 00:00:00","2200","0","125300"
"39","132","5986","2020-03-09 00:00:00","2200","0","123100"
"40","132","5986","2020-03-10 00:00:00","2200","0","120900"
"41","132","5986","2020-03-11 00:00:00","2200","0","118700"
"42","132","5986","2020-03-12 00:00:00","10106","0","108594"
"43","132","5986","2020-03-13 00:00:00","5263","0","103331"
"44","132","5986","2020-03-14 00:00:00","2200","0","101131"
"45","132","5986","2020-03-15 00:00:00","2200","0","98931"
"46","132","5986","2020-03-16 00:00:00","2200","0","96731"
"47","132","5986","2020-03-17 00:00:00","2200","0","94531"
"48","132","5986","2020-03-18 00:00:00","2200","0","92331"
"49","132","5986","2020-03-19 00:00:00","2200","0","90131"
"50","132","5986","2020-03-20 00:00:00","2200","0","87931"
"51","132","5986","2020-03-21 00:00:00","2200","0","85731"
"52","132","5986","2020-03-22 00:00:00","2200","0","83531"
"53","132","5986","2020-03-23 00:00:00","2200","0","81331"
"54","132","5986","2020-03-24 00:00:00","2200","0","79131"
"55","132","5986","2020-03-25 00:00:00","2200","0","76931"
"56","132","5986","2020-03-26 00:00:00","2200","0","74731"
"57","132","5986","2020-03-27 00:00:00","3658","0","71073"
"58","132","5986","2020-03-28 00:00:00","4271","0","66802"
"59","132","5986","2020-03-29 00:00:00","3534","0","63268"
"60","132","5986","2020-03-30 00:00:00","3656","0","59612"
"61","132","5986","2020-03-31 00:00:00","4537","0","55075"
